GO,Genes,Gene_Count,Term_Description,50perc_contaminated_Genes,100perc_contaminated_Genes
GO:0002922,TREM2 IL17F KLK3 FCER2 HPX ACOD1 LTA ZP3 PGC KLK5 CCR7 TNF NOD2 IL1B ZP4 KLK7 PTPRC CR1 C3 FCGR2B PHB1 IL17A,22,positive regulation of humoral immune response,KLK5 TNF HPX FCGR2B CR1 LTA PGC IL1B KLK7 CCR7 ZP3 COX8A GALNT5 XRRA1 IST1 UMODL1 PRPF40B COPB1 TTYH1 LST1 CHFR B3GNT5,CDO1 CRY1 GUCY2F RASSF5 TARDBP PRR14 KISS1R OSTF1 GPR150 GRN SELENOP TCIM EIF4E3 TM4SF4 TUBGCP3 SIPA1 CPNE6 KRT31 OR10Z1 CRACR2B RCC2 OR2L2
GO:0007060,MEIKIN TEX11 M1AP MLH1,4,male meiosis chromosome segregation,MEIKIN TEX11 VNN1 MTX3,INCENP CABP1 ATP9B TUBGCP5
GO:0030575,DYRK3 HIPK2 ETS1 USPL1 CELF3 PML HABP4 AFF2 SERBP1 USP50 WRAP53 ZPR1 SRPK2 SF1,14,nuclear body organization,PML USPL1 AFF2 USP50 SF1 HABP4 CELF3 IMPDH2 CHURC1 MELK STK38 ACTN3 CD2BP2 TTC27,CHST5 COX7C FLI1 MAP9 E2F8 SLC6A8 NSD1 PRKACG TUBA3E SAMD4A ASPM CD27 PRKCE DTX2
GO:0060397,PTPN1 JAK2 LYN STAT6 STAT3 TYK2 STAT5B STAT5A JAK1 JAK3,10,growth hormone receptor signaling pathway via JAK-STAT,LYN STAT3 JAK3 STAT6 STAT5B NRTN EPB41L1 IGSF23 MS4A5 SLC12A3,FBXL19 GPR18 CDK13 CFAP74 EMP2 GKAP1 ANKRD33 POLA1 LCLAT1 FAM170B
GO:0042640,WNT5A CTNNB1 SPINK5 WNT10B FERMT1,5,anagen,SPINK5 WNT10B TXNL4B TMCO1 NME6,NOD2 RASSF6 PLA2R1 PPCS NANP
GO:0060180,THRA AVP NCOA1 THRB AVPR1A DRD5 PPP1R1B,7,female mating behavior,THRB THRA NCOA1 SPRR2D CYP4F11 CLCN4 HBD,COPB2 F7 ALMS1 SVIP ZDHHC2 RAB19 EPHA8
GO:2001239,PF4 NF1 CX3CL1 SGK3 RIPK1 STRADB GFRAL GDNF WWOX EYA2 FGFR1 PRDX2 TERT PPP2R1A PPP2R1B EYA3 MCL1 HTRA2 ZC3HC1 TNF MAPK7 FGF10 CTNNA1 HSPA1A INHBA C8orf44-SGK3 BCL2L1 AKT1 SNAI2 MAP2K5 SRPX CSF2 IL7 IL1B IFI6 COL2A1 IL1A UNC5B GATA1 BCL2 PPP1CA EYA4 EYA1 RET HSPA1B,45,regulation of extrinsic apoptotic signaling pathway in absence of ligand,PPP1CA C8orf44-SGK3 WWOX RET PRDX2 NF1 CTNNA1 TERT EYA2 UNC5B SNAI2 CX3CL1 PF4 HTRA2 CSF2 GFRAL COL2A1 FGFR1 MCL1 IFI6 AKT1 INHBA SANBR ADD3 TBXA2R QSOX1 C1orf131 ZP2 BCL11A H2AC21 NMT2 RFK TCTE1 CYSRT1 RAB4A ACER1 COL5A3 ODC1 C8A VEPH1 PPP4R4 SGCD BPIFA2 CFL1 CORIN,FIS1 CHCHD10 ORMDL3 RAD18 HSD11B2 CDK16 PDS5A TGFA EARS2 NAGLU NOPCHAP1 EGFR TRPV4 PYROXD2 KCNF1 UBE2R2 PAN3 PKDREJ GBP6 CD3G GPSM3 GFER KDM5D KCNIP2 GRAMD4 PQBP1 KCTD12 AKAP17A MRPL32 LDB1 OR4N2 DVL2 GABPB1 THY1 UBQLN3 ELOC MSX1 PRPS2 DPEP3 LAG3 TIMM22 MORF4L1 KCTD20 ENTPD1 ICE1
GO:0060768,EAF2 NKX3-1 AR CTNNB1 NOTCH1 SHH WDR77 SERPINF1 STK11 CDKN1B,10,regulation of epithelial cell proliferation involved in prostate gland development,WDR77 STK11 EAF2 CTNNB1 NKX3-1 BLM PCDH12 CLASP2 VPS26C EID2,OR7G1 OR4K13 APOA1 CHP1 SKA1 EARS2 EID1 ZAN NAGS HES6
GO:0090259,PTPRO ATOH7 POU4F2 SLIT2,4,regulation of retinal ganglion cell axon guidance,PTPRO SLIT2 PALS2 ACKR3,SAP30 OR2C3 SLC6A20 LMO3
GO:0120187,CDK9 SIRT6 VRK1,3,positive regulation of protein localization to chromatin,SIRT6 PTGR3 HERC5,CA10 KCNJ2 HEXB
GO:0006098,RPIA TP53 TIGAR PGLS SHPK DERA RBKS RPEL1 RPTOR ACACB H6PD PGD PGAM1 G6PD MLST8 ALDOB MTOR TKT RPE PRPS2 TALDO1,21,pentose-phosphate shunt,RPEL1 RPTOR G6PD SHPK DERA TKT TP53 RBKS PGLS PGD SPIN1 PLIN3 LGALS12 RASGEF1C SRRT GPR139 LTA4H ENOX2 BDH2 GREB1L ZNF324B,PRRC2B FGF5 CCSAP ETV5 MRPL51 ZNF385A KRT82 LMO2 HNRNPR FLG2 FBXO10 KCNH6 FYCO1 TRIM60 EIF2B4 ZC3H12C TIMM44 MEIOSIN ALOXE3 SAMSN1 EBF1
GO:2000553,DENND1B CD81 GATA3 NLRP3 IL4 XCL1 PRKCZ RSAD2 IL6,9,positive regulation of T-helper 2 cell cytokine production,CD81 GATA3 IL6 NLRP3 CDK11B PPP3CC RGPD2 PPM1E GRK2,NDUFB6 ZNF649 ELF4 ELFN1 DAAM2 CALCA GUSB KLF7 ZNF34
GO:0006419,AARSD1 AARS1 AARS2 PTGES3L-AARSD1,4,alanyl-tRNA aminoacylation,AARSD1 AARS1 PARP10 TMEM17,RASSF8 TCEAL1 PPARGC1B ZNF277
GO:0051754,BUB1 PPP2R1A BUB1B MEIKIN,4,"meiotic sister chromatid cohesion, centromeric",BUB1 MEIKIN SIL1 RAB6B,ZNF860 SPAG6 SLC25A20 OPN3
GO:0072079,PAX8 GDNF SOX9 GREM1 HNF1B WNT9B HES5 CTNNB1 NOG IRX1 IRX2 OSR1 SIX1 IRX3 SIX4 WNT6 HS2ST1 PAX2 SOX8 GATA3,20,nephron tubule formation,WNT6 GREM1 IRX2 NOG GDNF SIX1 HES5 SOX9 CTNNB1 HNF1B MAST3 DMP1 SEPTIN9 UGT1A6 SRGAP2 GUK1 ATMIN MMP19 CHUK CHMP2A,H3C2 GOSR1 TDP1 CDH17 KLC4 PDZRN3 SGTA WHRN MAGEB6 ARID4B CST2 SLC38A3 VIPR2 FAT1 GALP FAM234A C16orf92 FIP1L1 ARTN GTF3C5
GO:0033627,RAC3 CYP1B1 ITGA7 FERMT1 PLAU ITGB6 ADA DPP4 JAM3 COL16A1 ITGAE PTPN6 FYB2 NEXMIF PTK2 WNK1 SFRP2 ITGB7 ITGB3 NCKAP1L LYN ACER2 ITGA2B ITGAL ITGA1 ITGA4 MUC1 ITGAX LIF ITGA10 PDE3B ADAM17 ITGA3 EMILIN2 PLPP3 EFNA1 EPHA2 EPHA8 MMRN1 ITGAM CRK PTPN11 CIB1 P2RY12 ITGAD PIK3CG HRG EXT1 ITGAV ITGA2 VTN ITGBL1 SWAP70 ITGB5 ITGB4 SNAI2 CCN3 ITGB2 CRKL FOXC2 ICAM1 PODXL CCL5 SKAP1 CXCL13 SYK LPXN ITGA6 SERPINE1 PIEZO1 TGFB2 ITGA5 ITGA9 TESC ITGA8 ITGB1 CCL21 ITGB1BP1 ITGB8 CD3E FERMT3 NPNT EMILIN1 FBN1 ITGA11 ADAM9 RET IFT74,88,cell adhesion mediated by integrin,SNAI2 ITGB8 SKAP1 ITGAL ITGB1BP1 ITGB2 ITGA8 CCN3 VTN FBN1 PIK3CG ITGA1 SYK CD3E ITGA10 ITGA6 PTK2 TESC LYN EMILIN2 PDE3B CRKL MMRN1 ITGB4 CRK DPP4 ADA WNK1 ITGA4 EXT1 PTPN11 SFRP2 NPNT P2RY12 ITGA7 SWAP70 ITGB6 TGFB2 ITGBL1 RAC3 ITGB7 ITGAE HRG CIB1 SLC39A11 ERCC1 CBR3 ASAH2 ABCD4 MARCHF8 SYNDIG1 H1-1 SYNGAP1 SUZ12 CYSRT1 RIN1 RAB13 BCL7B HSCB IFI35 PDE4B SCLY EIF1AX SPATA6 FEN1 CYP4A11 FGD6 TTC9 PXT1 RBFA CES3 TREX2 PTPMT1 RINL MAGEA6 LACC1 GATA4 CD68 MYOF ZNF101 RHBDF2 VDAC2 IGSF8 LRRC47 ADAMTSL3 HEATR5B KIF13A NOMO3,VAMP2 PTOV1 UBE2I BCL7A HSPA14 SPIN3 PLPP2 CRELD1 PRAMEF1 ZDHHC15 AGO2 MYL2 HDGFL2 SAP30BP PMS1 DNAH6 ORM1 PM20D1 CKMT1B REP15 OPLAH WFS1 YOD1 CAPN2 FCN3 ZHX2 SNCG TRMT10B SLAIN2 NFE2L2 ELOVL1 TTC23L MAP2K2 PALM ECE2 IRAG2 CELA1 TRNP1 MAGEA12 FAM83E TIPRL SCAMP4 EIF5A2 LRRC8A GOLGA8O NPY4R2 GPR12 ZNF138 HEG1 TOX2 NEUROG3 ARAP1 ANXA8L1 CD200R1L GLS MED11 FAM83G XDH RLIG1 KRT32 RIPK1 ACADSB STXBP5 CNOT7 ASF1B KDM2B POTEF RNF166 NOS3 OBSL1 ZNF770 OR2D3 IFT25 PMCH GJB2 ZNF275 UQCRC2 HOXD1 FLYWCH1 MAU2 GLYCTK B9D1 ACER3 XKR9 FOXN3 OR4D6 KREMEN1 KIF2B
GO:1900116,CER1 MICOS10-NBL1 GREM2 ZNF653 LTBP1 LRPAP1 DAND5 FBN1 CD46 FBN2 NRROS NBL1 GREM1,13,extracellular negative regulation of signal transduction,NRROS FBN2 CER1 DAND5 LRPAP1 FBN1 ZNF263 FTSJ1 NXPH4 LOC102724334 SPP1 ABCC12 MOB3A,UGT2B7 GZMK RNPEPL1 PRIM1 MFSD2B GPSM1 YBX2 ZNF480 GPAM MSGN1 TPRG1L KHK OPN4
GO:0010611,TOMM70 MLIP ROCK2 NOTCH1 BMP10 IL6ST PDE9A LMNA YY1 PARP2 NR4A3 ADCY10 LMCD1 GATA5 CAMK2D IGF1 AKAP6 EDN1 FOXO1 RGS2 ACACB TRIM63 PDE5A GSK3A ROCK1 G6PD HAND2 ATP2B4 ADRA1A MTPN SLC9A1 TNFRSF1A TWF1 PPARA GLRX3 P2RX4 TNFRSF1B CAV3 AGT CTDP1 PARP1 PPP3CA PPARG PRKCA BECN1 SMAD4 RGS4 SMAD3 TRPC3 PI16 FOXP1 JARID2 MEF2A,53,regulation of cardiac muscle hypertrophy,CAV3 PARP2 MTPN PPARG IL6ST SMAD3 PDE5A EDN1 YY1 RGS4 ADCY10 PDE9A P2RX4 AGT PI16 ROCK2 HAND2 BMP10 TRIM63 MEF2A MLIP ROCK1 IGF1 SLC9A1 TRPC3 NR4A3 KIAA0930 CHST11 DAD1 CTDSPL2 DNPH1 MYO5A ZNF891 U2AF1L4 GPRC5D KCNQ1 FOSL1 MYLK2 MAGEB16 ATF6 HSPH1 ZC3H6 GPC2 TRAF3IP2 DLEU7 TSR3 SGSH ZNF229 SIK1 EOLA1 KANK4 HLA-DMB CENPT,TMBIM1 SERGEF ZSCAN1 PKDCC NDP NFATC2IP NLRP13 ADRA1B MAFF ZNF277 ZNF589 ELAC1 DBR1 ITGB7 OR10P1 KRT13 TLX2 ADIPOR2 ZC4H2 SPRR2G SLC35G1 DNAJC11 RCL1 JPH4 SNX8 TNFSF10 UBN1 TOR1AIP2 KRBA1 EMCN XPO5 CDK1 ZNF184 CRTAC1 APOH CTC1 MEMO1 TBL2 ADCY1 APOL6 SPOCK2 APLN DGKG LIF PLBD1 SLC25A10 CMTR1 ZNF512 FOXD4L1 KLHL13 DDX25 CD99 POMT2
GO:0032731,PYCARD CD36 TLR6 CCL19 CASP8 AIM2 TYROBP NLRP3 MEFV INAVA EGR1 LPL MYD88 RELA NOD1 LGALS9 WNT5A ORM2 GBP5 CCL3 TNF IFI16 RIPK2 MALT1 CASP1 LILRA2 AZU1 NLRP2 PANX1 PYDC1 NOD2 STAT3 ISL1 P2RX7 IL17A HK1 NLRP1 NLRC4 AGER USP50 TMEM106A TRIM16 IL6 NAIP FZD5 JAK2 F2RL1 NLRP12 TLR8 IFNG HSPB1 ORM1 CLEC7A STMP1 LILRA5 GSDMD SMAD3 CARD8 TLR4 APP,60,positive regulation of interleukin-1 beta production,WNT5A TMEM106A RIPK2 STMP1 TRIM16 F2RL1 IL6 MEFV CASP1 HK1 MALT1 GSDMD TNF TYROBP HSPB1 NLRP12 AZU1 IL17A NLRP1 P2RX7 EGR1 ORM1 ISL1 TLR8 GBP5 TLR4 AIM2 IFI16 NLRP3 PYDC1 HYAL3 CIDEA SNX22 TRAPPC10 SLC30A4 NKAIN2 TGFBRAP1 EDEM3 ZNF189 CASP5 SMOC1 HASPIN SMYD5 AEN FRMD4A FGF19 ZC3H4 GOLGA8K OR8G5 MXD3 PRELID2 ZNF79 CAP1 EMC8 MYO7A FGFBP3 SEMA3B MRPL40 IRS1 TRPV4,PDE10A NIPAL4 FMO1 GLIS2 AIF1L KERA HLA-DMB DCLK1 LRRC63 HMGB3 FARSB OR52K2 TRIM49B SETD1A B3GALT6 ZNF17 TPST2 TSPY8 EMX1 DERL2 RBL2 EIF4EBP1 SHISA5 MAP3K5 TRPT1 DPY30 FKBP6 PACSIN1 ACADSB NPTX2 MTMR6 SLC6A3 CDCA2 LEPROT CLTA CMTR1 CEP152 SPSB2 ENTPD5 OIT3 SPIRE1 MAP2K1 ACCSL ETNK2 KRT76 KRT78 FRMD4B DACH2 ME1 MPPED1 MORC2 HMGXB4 DUSP18 GPATCH1 MPST UST USP13 INS-IGF2 CACNG3 P4HB
GO:1900152,TENT4A HNRNPD DHX9 YBX1 CSDE1 PABPC1 SYNCRIP HNRNPU IGF2BP1 TOB1 TENT4B PAIP1,12,"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",HNRNPD SYNCRIP TENT4A TOB1 HNRNPU YBX1 SPATA18 MAGI2 PTCH1 SLC9C2 WBP1 SLC23A2,FAN1 SERAC1 KDM1B NUDT9 ANO9 ACSF3 PDE3A HADH CSAG3 FBXO22 STRADB UBE2O
GO:0071711,PLOD3 EXT1 POMGNT1 POMT2 LAMB1 GAS2 DAG1 CLASP2 FERMT1 FKRP RIC8A LAMA1 CMA1 ITGB1 CAV1 PRICKLE1 NID2 PHLDB2 RAMP2 PHLDB1 SPINT2 MMP11 LAMC1 NID1 HMCN1 COL4A1 FLRT2 CLASP1 COL3A1 PXDN LAMA2 LARGE1 LAMB2 CAV2 HPN NTN4 CTSS,37,basement membrane organization,CAV2 LAMA2 HMCN1 PXDN POMT2 NID1 EXT1 LARGE1 NID2 GAS2 LAMA1 RIC8A SPINT2 MMP11 LAMB1 PHLDB1 NTN4 CLASP1 ZC3H11A ARHGAP29 IRAG1 PHF12 TMOD3 TIMP2 SETMAR FOXL2 LSAMP HOOK2 NYAP1 HCRTR1 PLIN1 NIPAL2 PARG AP4S1 C3orf70 CNOT3 PCGF2,ARHGAP26 MUC21 PKN1 DPF1 SLC22A13 LRRN3 CDIP1 DCHS2 GOLGA8H MYPOP EXOSC3 JADE2 PPM1L COPS8 SPART ARHGEF15 SIPA1L2 CSF2RA DEDD GTF2H3 TGM4 ANGPT1 DGKD RPGR TRMT1 ALKBH3 APEH FOLR2 EXD2 OR8D1 PAPPA2 POMK ZEB1 ZNF547 SETD5 RIOX1 PIGG
GO:0075525,EIF3D EIF3B EIF3L EIF3G EIF3A,5,viral translational termination-reinitiation,EIF3L EIF3B ZFP3 SLC39A11 CSNK1A1L,ZNF630 NRAS MAPK8IP3 SCRT1 MTFR1L
GO:1903432,DEPTOR SEH1L SESN3 RHEB SIK3 TSC2 GPR137 PIP4P1 SESN1 TBC1D7 SLC38A9 GPR155 AKT1 WAC SMCR8 RPS6KB1 EP300 PRKACA PRKACB STAMBPL1 RBX1 SRC SZT2 YWHAZ KICS2 PIM1 GPR137C CUL3 AKT1S1 TSC1 LARS1 FLCN CLEC16A OTUB1 CSNK1A1 SEC13 PIH1D1 USP4 OGT RRAGD WDR24 MAPK3 YWHAG RRAGC BMT2 WDR59 TBC1D7-LOC100130357 C9orf72 MIOS UBE3A ATM LAMTOR3 CASTOR1 DGKQ CTNS CASTOR2 RNF152 UBE2W FNIP1 USP7 STK11 USP32 SYK ATXN3 LAMTOR5 OTUD5 UBE2N PRKAA2 RRAGA LAMTOR1 SRMS UBE2D1 DYRK3 NPRL3 KLHL22 LAMTOR2 RNF167 TBK1 SPAAR FNIP2 NLK DEPDC5 ITFG2 PRKAA1 VHL RRAGB NPRL2 LAMTOR4 GPR137B SESN2 KPTN NPC1,92,regulation of TORC1 signaling,RPS6KB1 UBE2D1 PIH1D1 DGKQ USP32 TSC1 PRKACB SEC13 USP4 TBK1 WAC GPR137C PRKAA2 KLHL22 UBE3A OTUB1 LARS1 LAMTOR1 SLC38A9 SMCR8 VHL FNIP2 PRKAA1 RRAGB C9orf72 FNIP1 SPAAR GPR137 RRAGC KPTN CLEC16A NPRL2 PIM1 EP300 KICS2 RRAGD SZT2 CUL3 PRKACA CTNS CSNK1A1 FLCN MIOS UBE2W SIK3 LAMTOR5 STX1B DYSF POLR2J TRIM65 PSPC1 ETV1 SHROOM2 ND2 RNF41 ANAPC5 PNPLA2 JMY ZNF670 OR7E24 VEGFC UNC45A ZDHHC6 LRRC34 OTULIN LLGL1 ARL13A SHISA8 HSD11B2 PCDHGC4 NEXN PCID2 LOXL2 RHOG ZNF236 HBEGF GJA8 GDPD3 SIAE DOLPP1 SLC35E3 EDNRA LOC107987462 MAGEL2 BTG1 SPECC1 NNAT LTV1 PLCH2 MAGEB17 KCNT2 GALE,DDX11 SPATA20 RIPPLY2 PLAGL2 CDC42EP2 EMILIN1 MIDN OR1F1 EXOC3L4 AKR7A3 HOXA6 UCP2 GUF1 ARHGAP10 VDAC3 SHROOM2 FUT7 SCIMP PYCR3 TTC39B OR8B8 MMUT H2AB3 CDC42BPB ARHGAP8 GPR32 CTSE EEIG1 AVPI1 PLBD2 ALOXE3 GALNT17 CLN5 GARRE1 ADORA1 CASZ1 LIX1L TRIM2 TESK2 GTF2F2 NTSR1 AP4B1 CCDC42 ADH1C PFN4 ZNF565 USP17L5 PTCHD1 PPP4R3B PIWIL4 USP17L8 XCL1 ABCD2 KCNE5 PRPF4B DDIT4L RHBDF2 RFPL4A STON2 ARFGEF3 SLC19A1 COL6A6 ABHD4 EIF5A PHLDB2 H3C11 MED20 FN1 GUCY2C GLB1L2 OTUD3 CPA4 FBLIM1 C6orf62 TRMT112 THAP9 HOXA2 PCYOX1L GMPR SETD2 H4C7 HNRNPK FHL5 ANK3 PCYT1A SPATA31E1 TNFRSF18 NGFR CLDN7 UNC5CL INMT ADH1A
GO:0060535,WNT7B HOXA5 RSPO2,3,trachea cartilage morphogenesis,WNT7B TRIT1 CAMSAP2,CFH PRRC2A LOC102724652
GO:0071816,EMC2 UBL4A EMC4 SGTA EMC7 GET3 MMGT1 CAMLG EMC6 EMC9 EMC10 EMC1 EMC3 GET1 EMC8 GET4 BAG6,17,tail-anchored membrane protein insertion into ER membrane,SGTA MMGT1 BAG6 EMC1 CAMLG EMC9 UBL4A EMC4 TM4SF4 PLEKHG7 CSAD SDCCAG8 MAX RAB11B TSPY10 COCH PDLIM2,HSPA12A METRNL LHB UCHL3 XRRA1 DEFB129 GDA ZNF436 RABL2B KDM3A FAM53A CAB39 LAIR1 MET APOBEC3F RPH3A PIK3IP1
GO:0009221,TBPL1 SHMT1 DTYMK TYMS DUT CMPK2,6,pyrimidine deoxyribonucleotide biosynthetic process,CMPK2 DTYMK DUT APOB CCDC65 ZSCAN32,RASGEF1B POLR2B DPP3 FGF23 KRT15 CTNNBL1
GO:0002690,PLA2G7 PRSS56 CCL19 MCU XCL1 F7 CCL7 CD74 DAPK2 CCR7 CCL3 CREB3 CCR6 CX3CR1 PTK2 TMEM102 CXCL8 WNK1 PTN LBP OXSR1 RAC2 TIRAP CXCL10 NCKAP1L ADAM17 VEGFC DEFB124 MOSPD2 NEDD9 CCL4 AIF1 EDN2 ANO6 STK39 MAPK1 F2RL1 PTK2B GPSM3 MAPK3 RIPOR2 RAC1 XCL2 THBS1 IL23A VEGFB FPR2 MDK SWAP70 HMGB1 S100A14 LGMN EDN1 C3AR1 CCR2 DNM1L EDN3 TNFSF14 TRPV4 MSTN CCL5 RARRES2 IL6 S100A7 CXCL13 ADAM10 VEGFD IL34 CSF1 AKIRIN1 CCR1 CMKLR1 CXCR2 SERPINE1 C5AR1 CXCL17 THBS4 LGALS9 WNT5A ZNF580 IL6R CCL21 PGF VEGFA CALR CCL1 CXCL12 GAS6 CAMK1D C1QBP CSF1R SLAMF1 IL12A,93,positive regulation of leukocyte chemotaxis,TRPV4 PTK2 C1QBP VEGFD SWAP70 ADAM10 CCR6 IL6 MAPK1 CCL4 THBS1 CREB3 NEDD9 IL12A GPSM3 PTK2B SLAMF1 ADAM17 ANO6 STK39 C5AR1 CCL3 IL34 EDN2 CD74 IL6R C3AR1 CSF1R PLA2G7 CCL19 CCL1 RAC2 TIRAP IL23A XCL2 DEFB124 CCL7 VEGFC DNM1L CCR1 LBP MOSPD2 CXCR2 NCKAP1L XCL1 RIPOR2 SLC39A6 ETHE1 ATP1A2 TOX3 ADAMTS5 PDIA3 RNPS1 SPR TLE6 COMT CYBB TSPOAP1 RGPD2 SRC FOLH1 LDHC GPRASP1 ARPC5 SLC7A6OS UNC119 NIT2 EIF1 SHC4 MRPL51 IL17RD SDS MAT2A HEBP1 SLC12A4 ZFP2 PCDHB15 PCDHGA9 FBXW8 EIF3K MIS18A PTCRA CTR9 NHP2 FAM174B CYP2W1 POLR3F PTPRJ FKBP9 ARX GPM6A RPH3AL PCDHA9,RP1L1 PTPRN2 KYNU ZDHHC19 ZSCAN12 MDGA1 SCIMP ADAMTS2 CLCN4 FAM151A RAMAC OR5D16 PACSIN1 GAS8 NFKBIL1 PIP4K2C SCN2B SRSF6 FABP12 MRPS9 FKBP10 ZNF500 HOXA3 FLRT1 SPPL2B SPATA31C1 SLC6A8 MLST8 CTH ZNF852 CFAP58 CDK9 TNMD KDELR3 SLC9A7 GMPR2 SKIL OXSM MAP7D3 TMEM125 GPX8 PRKAG2 POLR3K ERF ZNF141 MAGEA6 OR4D2 SIX6 LTBP3 SLA2 RPL11 GSTA5 CNMD VTA1 PLA2G4D ATCAY GDF1 SUMO3 SH3PXD2A HPS4 RSKR FYN AGMAT AKR1C1 DIO1 OR5T1 SLC39A11 XDH DUS4L MOK KRTAP4-8 ZHX1 GNE EYA1 DNTTIP2 AIM2 PARD3 LATS2 SNRNP48 MTNR1A CPA2 CLCF1 H2AC19 CYBB SYNPO2L PPP2R3C ABHD16B RPL7A NAB1 AURKC SNX25 HSD3B1 PRSS48
GO:0036257,VPS37A CHMP6 CHMP3 STAM2 CHMP4A HGS CHMP7 CHMP1B VPS37B RAB27A VPS37C RNF103-CHMP3 VPS4B SNF8 VPS37D VPS25 CHMP4C VPS4A IST1 CHMP1A VPS36 VPS28 MVB12A PDCD6IP CHMP2B RAB11A CHMP2A VTA1 UBAP1 STAM CHMP4B CHMP5 TSG101,33,multivesicular body organization,STAM VPS37A VPS36 TSG101 CHMP1A MVB12A CHMP4C CHMP2B RAB11A CHMP3 VPS28 HGS VPS25 CHMP7 RNF103-CHMP3 VPS37B TMEM87A TRPM4 CTH DOP1B CYP26A1 RLN2 CYP21A2 FZD5 EIF2S2 CCN2 NGF NAA11 TRIM32 NRBP1 RAPGEF5 SPNS3 PRR7,TPSAB1 AHNAK HDGFL2 LAMTOR2 AGTR1 EIF3F AMT DIXDC1 PJVK TCEA3 BTRC C2 CTPS2 ABR GPR156 HYCC2 ATXN3 FAM20A PIGM TBC1D17 CHD6 PDSS2 FASTKD2 CAPN5 ACP6 RBP7 DPRX DPAGT1 KRBOX5 PTAR1 NOG CRPPA OSM
GO:0002874,LTA IL10 TNF,3,regulation of chronic inflammatory response to antigenic stimulus,IL10 ANKRD53 TOPAZ1,UNC13C MOG SGTA
GO:0002327,KIT SYVN1 LRRC8A FNIP1 PRKDC RAG1 IRF2BP2 RAG2 ABL1 TRAF3IP2 ATM,11,immature B cell differentiation,ABL1 FNIP1 RAG1 TRAF3IP2 LRRC8A PAK5 SYCE1 UBD MSH5 TFE3 FBH1,JMJD7 GCFC2 LHX3 TMEM216 CADM3 MTMR12 TBXT GPR157 DHX35 TFAP2C LSM10
GO:0042026,HSPB6 HSPA13 HSPA1L HSPA9 BAG5 HSPA14 B2M SNRNP70 HSPD1 LOC102724652 HSPA6 HSPA1A FKBP1B DNAJA2 DNAJA1 HSPB2 DNAJA4 HSPA2 FKBP1A DNAJB2 HSPA5 CRYAA HSPB1 HSPA8 HSP90AA1 HSPA1B CRYAB,27,protein refolding,FKBP1B HSP90AA1 DNAJA4 HSPA6 HSPA8 HSPA1A SNRNP70 CRYAA HSPB2 HSPD1 DNAJB2 DNAJA2 HSPB1 PPP1R9A PRPF3 TTLL10 FAM3A KRBOX5 BMPR1B OR4D11 CFC1B TTC7B PLCH2 TBKBP1 TRIM24 RORC SDHAF4,SMG9 CD2BP2 PLAC1 MMP15 GYPA XYLB CD38 TRPV1 PRMT2 TSPYL5 TAS2R41 TNKS1BP1 SEL1L TOX2 TRAM2 DAZ3 DTX1 CFAP69 NIFK NPFF ZNF598 BNC1 POLA1 NRSN2 SRSF2 NDOR1 WNT9B
GO:1901906,NUDT11 NUDT10 NUDT3 NUDT4,4,diadenosine pentaphosphate metabolic process,NUDT11 NUDT10 GGT6 GSX2,CILP TRARG1 MPHOSPH10 COL9A1
GO:0030322,KCNK12 KCNK17 KCNK18 KCNK2 KCNK15 KCNN4 KCNK16 CHCHD10 KCNK5 KCNK3 KCNK7 KCNK10 KCNK9 KCNK4 KCNK1 KCNK6 KCNK13,17,stabilization of membrane potential,CHCHD10 KCNK6 KCNK15 KCNK13 KCNK5 KCNK1 KCNK4 KCNK17 DCUN1D2 PHF3 PLSCR4 CLCA4 DNAJB3 CYREN RAP1GAP ABCA10 ZDHHC15,ZNF827 WRNIP1 MMP25 ZNRD2 DPPA3 ADAT3 LAMP5 UBQLN1 USP17L13 HSFX1 LCE2D PKD1L1 RAB3A LRTM1 PTCD3 SMAD6 SNTG2
GO:1903626,ATM HSF1 IL6 BAX,4,positive regulation of DNA catabolic process,IL6 BAX RTP1 NFS1,HSPA4 CYP26C1 TDRD1 NPFF
GO:0098962,DLGAP2 BEGAIN DLGAP1 DLGAP3 DLGAP4,5,regulation of postsynaptic neurotransmitter receptor activity,BEGAIN DLGAP1 NUCKS1 FBXL13 ZSCAN29,ASB8 CRYAA VILL SNX6 OOSP2
GO:1905806,EPHA4 PLXNC1 TREM2 ADGRB3 ITGB1 C1QL1,6,regulation of synapse pruning,TREM2 EPHA4 C1QL1 TMEM170B CA5B SIDT1,WWP1 ARHGEF6 DEFB107B FGD1 PARP15 SLC25A21
GO:2001190,LGALS9 CD81 HLA-DMB,3,positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,CD81 DMTF1 CCDC6,TRIM22 CCL17 UTS2R
GO:0071321,HCN4 RAPGEF2 PDE2A SLC6A4 NPR2 HCN2 PDE3A,7,cellular response to cGMP,HCN2 PDE2A HCN4 ZSCAN12 SULT1A3 JPH3 SCN1A,PLD6 WASF3 PHF19 EIF5A INSYN2A PRXL2A MMP13
